gena	genb	mut.info
480	AURKA	HCK	0.0281563981958577
481	AURKA	IKBKB	-0.00498003764921062
482	AURKA	INSR	0.0226064118037739
483	AURKA	IRAK1	0.0193587928809631
484	AURKA	JAK2	-0.0120319729360423
485	AURKA	LATS1	0.0195117044449402
486	AURKA	LCK	-0.0109113524528475
487	AURKA	LYN	0.0632460653028666
488	AURKA	MAP2K1	0.0127166554608014
489	AURKA	MAP2K4	-0.00185065154891539
490	AURKA	MAP3K5	-0.0160337360408471
491	AURKA	MAP3K7	-0.00480447839382947
492	AURKA	MAP3K8	-0.0102300423005399
493	AURKA	MAPK1	0.0217855575190438
494	AURKA	MAPK11	0.0077153841176667
495	AURKA	MAPK14	0.0518663500577246
496	AURKA	MAPK7	-0.0209219612686375
497	AURKA	MAPK8	0.0107638457920416
498	AURKA	MAPKAPK2	-0.00192514102813224
499	AURKA	MARK2	0.064788268040223
500	AURKA	MELK	0.069057991486317
501	AURKA	MET	-0.0254996608413069
502	AURKA	MTOR	0.002722129836914
503	AURKA	NEK6	-0.0342105661817165
504	AURKA	PAK1	0.0185180399165858
505	AURKA	PAK2	0.00409717386521002
506	AURKA	PAK4	0.0554559726152757
507	AURKA	PDGFRB	0.0109506958241088
508	AURKA	PDPK1	0.0365367701979915
509	AURKA	PIM1	0.0213361353320867
510	AURKA	PLK1	0.0453396626314948
511	AURKA	PLK3	-0.00903976622647029
512	AURKA	PRKAA1	-0.0219317767186968
513	AURKA	PRKACA	-0.0156326688302091
514	AURKA	PRKCA	0.0660590105399166
515	AURKA	PRKCB	0.0352296011652449
516	AURKA	PRKCD	0.0120756138654174
517	AURKA	PRKCE	-0.0429052286582152
518	AURKA	PRKCI	0.00695372376004499
519	AURKA	PRKCQ	0.0820290760720042
520	AURKA	PRKCZ	0.0196496678248534
521	AURKA	PRKD1	-0.0316444738180079
522	AURKA	PRKG1	0.0245057675183364
523	AURKA	RET	0.00815820807316037
524	AURKA	ROCK1	-0.0329335472740651
525	AURKA	RPS6KA1	-0.0345842527220501
526	AURKA	RPS6KA3	0.0233101579024524
527	AURKA	RPS6KA5	0.013498922534084
528	AURKA	RPS6KB1	0.0232754161627584
529	AURKA	SGK1	-0.00627813292366941
530	AURKA	SRC	0.0592448016414924
531	AURKA	STK11	-0.020310342970153
